pl_name,hostname,ra,dec,discoverymethod,disc_facility,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,pl_eqt,pl_trandep,pl_trandur,pl_orbincl,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_spectype
"16 Cyg B b","16 Cyg B",295.4656422,50.5168243,"Radial Velocity","Multiple Observatories",1996,13.50000000,565.73740000,798.50000000000,1.6600000000,0.680000,1.260000,228.76,,,,5750.00,1.130000,1.080000,0.0600,4.360000,0.09729,"G3 V"
"2MASS J01033563-5515561 AB b","2MASS J01033563-5515561 A",15.8992489,-55.2658291,"Imaging","Paranal Observatory",2013,12.30000000,4131.79000000,,84.0000000000,,12.200000,,,,,,,0.190000,,,,"M5.5/M6"
"2MASS J19383260+4603591 b","2MASS J19383260+4603591",294.6359173,46.0664076,"Eclipse Timing Variations","Kepler",2015,13.40000000,603.87700000,406.00000000000,0.9200000000,0.330000,1.380000,669.65,,,,29564.00,0.203000,0.480000,-0.0920,5.508000,1.45000,
"2MASS J22362452+4751425 b","2MASS J22362452+4751425",339.1025931,47.8616830,"Imaging","W. M. Keck Observatory",2016,12.30000000,3972.87500000,,230.0000000000,,11.700000,10.30,,,,4045.00,0.641152,0.600000,,4.623490,-1.02143,"K7 V"
"61 Vir b","61 Vir",199.5964550,-18.3157745,"Radial Velocity","Multiple Observatories",2009,2.11000000,5.10000000,4.21500000000,0.0502010000,0.120000,2.980000,1177.85,,,,5577.00,0.963000,0.942000,-0.0100,4.340000,-0.09500,"G5 V"
"81 Cet b","81 Cet",39.4243555,-3.3963607,"Radial Velocity","Okayama Astrophysical Observatory",2008,13.10000000,1051.05854195,1005.57000000000,2.1040000000,0.037000,2.570000,526.92,,,,4734.00,11.210000,1.230000,-0.1100,2.410000,1.76027,"G5 III"
"AB Aur b","AB Aur",73.9410446,30.5510888,"Imaging","Subaru Telescope",2022,12.50000000,2860.45566300,,93.9000000000,0.400000,8.050000,83.63,,,42.60000,9770.00,2.958870,2.400000,,3.774110,1.77085,
"AF Lep b","AF Lep",81.7699216,-11.9011752,"Imaging","Paranal Observatory",2023,13.00000000,1147.36054927,8905.00000000000,8.9960000000,0.015000,2.870000,1400.00,,,57.50000,6140.00,1.250000,1.218000,0.1900,4.400000,0.29000,"F8"
"BD+20 2457 c","BD+20 2457",154.1867820,19.8912626,"Radial Velocity","McDonald Observatory",2009,12.40000000,3963.17000000,621.99000000000,2.0100000000,0.180000,11.400000,984.96,,,,4137.00,49.000000,2.800000,-1.0000,1.510000,3.17000,"K2 II"
"BD+48 740 b","BD+48 740",40.7425426,48.9300579,"Radial Velocity","Multiple Observatories",2018,13.50000000,540.31100000,733.00000000000,1.7000000000,0.760000,1.210000,538.94,,,,4534.00,10.330000,1.090000,-0.1300,2.480000,1.64000,"K3 III"
"BD-06 1339 c","BD-06 1339",88.2511811,-5.9963378,"Radial Velocity","La Silla Observatory",2013,8.38000000,53.00000000,125.94000000000,0.4350000000,0.310000,0.495000,261.91,,,,4324.00,0.686355,0.700000,-0.1400,4.740000,-1.02200,"K7/M0 V"
"BD-08 2823 b","BD-08 2823",150.1971964,-9.5165689,"Radial Velocity","La Silla Observatory",2009,,2948.49413174,5.60000000000,0.0600000000,0.150000,,798.86,,,0.27460,4816.00,0.710000,0.500000,-0.0600,4.430000,-0.62597,"K3 V"
"BD-11 4672 c","BD-11 4672",278.3688659,-11.6370481,"Radial Velocity","Roque de los Muchachos Observatory",2020,4.04000000,15.37000000,74.20000000000,0.3000000000,0.400000,1.280000,320.21,,,,4550.00,0.639000,0.651000,-0.3500,4.642000,-0.80410,"K7V"
"Barnard b","Barnard's star",269.4486144,4.7379808,"Radial Velocity","Paranal Observatory",2024,0.72000000,0.29900000,3.15420000000,0.0229000000,0.030000,4.400000,438.00,,,,3195.00,0.185000,0.162000,-0.5600,4.900000,-2.44977,"M3.5-4 V"
"Barnard c","Barnard's star",269.4486144,4.7379808,"Radial Velocity","Gemini Observatory",2025,0.74300000,0.33500000,4.12440000000,0.0274000000,0.080000,4.490000,400.00,,,,3195.00,0.185000,0.162000,-0.5600,4.900000,-2.44977,"M3.5-4 V"
"Barnard e","Barnard's star",269.4486144,4.7379808,"Radial Velocity","Gemini Observatory",2025,0.63700000,0.19300000,6.73920000000,0.0381000000,0.040000,4.100000,340.00,,,,3195.00,0.185000,0.162000,-0.5600,4.900000,-2.44977,"M3.5-4 V"
"CD-35 2722 b","CD-35 2722",92.3300147,-35.8255375,"Imaging","Gemini Observatory",2011,17.37392009,9375.93800650,,67.0000000000,,9.820000,1800.00,,,,3689.00,0.558549,0.400000,-0.1600,4.240000,-1.26481,"M1 V"
"CHXR 73 b","CHXR 73",166.6193985,-77.6258725,"Imaging","Hubble Space Telescope",2006,12.30000000,3994.48600000,,210.0000000000,,11.800000,,,,,3099.00,,0.350000,,,,"M3.5"
"CoRoT-10 b","CoRoT-10",291.0636813,0.7460143,"Transit","CoRoT",2010,10.87000000,874.00000000,13.24060000000,0.1055000000,0.530000,3.700000,600.00,1.61036000,2.9800000,88.55000,5075.00,0.790000,0.890000,0.2600,4.650000,-0.72608,"K1 V"
"CoRoT-12 b","CoRoT-12",100.7656871,-1.2964437,"Transit","CoRoT",2010,16.14000000,291.43800000,2.82804200000,0.0401600000,0.070000,0.411000,1442.00,1.74400000,2.5742400,85.48000,5675.00,1.116000,1.078000,0.1600,4.375000,0.07000,
"CoRoT-13 b","CoRoT-13",102.7211432,-5.0864557,"Transit","CoRoT",2010,9.92000000,415.70400000,4.03519000000,0.0510000000,0.000000,2.340000,1700.00,1.18504723,3.1400000,88.02000,5945.00,1.010000,1.090000,0.0100,4.460000,0.07314,"G0 V"
"CoRoT-17 b","CoRoT-17",278.6992360,-6.6122880,"Transit","CoRoT",2011,11.43000000,772.29000000,3.76810000000,0.0461000000,0.000000,2.820000,1626.00,0.44000000,4.7200100,88.34000,5740.00,1.590000,1.040000,0.0000,4.400000,0.13421,"G2 V"
"CoRoT-22 b","CoRoT-22",280.6671392,6.2191669,"Transit","CoRoT",2014,4.88000000,12.20000000,9.75598000000,0.0920000000,0.077000,0.249000,885.00,,4.4920000,89.74900,5939.00,1.136000,1.099000,0.1700,4.361000,0.01352,"G3 V"
"CoRoT-25 b","CoRoT-25",280.6296561,6.5138223,"Transit","CoRoT",2013,12.11000000,85.81000000,4.86069000000,0.0578000000,0.000000,0.150000,1330.00,,1.9200000,84.50000,6040.00,1.190000,1.090000,-0.0100,4.310000,0.14101,"F9"
"CoRoT-28 b","CoRoT-28",278.6883216,5.5736911,"Transit","CoRoT",2015,10.70459500,153.82972000,5.20851000000,0.0603000000,0.047000,0.690000,1349.25,,5.7000000,88.10000,5150.00,1.780000,1.010000,0.1500,3.600000,0.38849,"G8/9 IV"
"CoRoT-35 b","CoRoT-35",289.3143526,-2.7747085,"Transit","CoRoT",2022,18.83108758,349.61124770,3.22748000000,0.0429000000,0.000000,0.290000,1747.00,1.25700000,4.1900000,84.10000,6390.00,1.650000,1.010000,-0.5000,4.010000,0.36247,"F6 V"
"CoRoT-36 b","CoRoT-36",277.7510149,7.1833465,"Transit","CoRoT",2022,15.80466279,216.12331676,5.61653100000,0.0660000000,0.000000,0.250000,1567.00,1.01000000,4.9800000,85.83000,6730.00,1.520000,1.320000,-0.1000,4.160000,0.81257,"F3 V"
"CoRoT-7 b","CoRoT-7",100.9561682,-1.0630076,"Transit","CoRoT",2009,1.68135000,4.07660518,0.85359163000,0.0170160000,0.000000,9.355000,1756.00,0.03500000,1.0590000,80.10000,5275.00,0.830000,0.820000,0.0500,4.500000,-0.28938,"G9 V"
"CoRoT-7 d","CoRoT-7",100.9561682,-1.0630076,"Radial Velocity","La Silla Observatory",2022,4.31000000,17.14200000,8.96600000000,,,1.180000,,,,,5250.00,0.838900,0.915000,0.1200,4.573000,-0.28938,"G9 V"
"DE CVn b","DE CVn",201.7207198,45.5455449,"Eclipse Timing Variations","Multiple Facilities",2018,12.40000000,3823.27330161,4098.10000000000,5.7500000000,0.000000,11.000000,46.91,,,86.00000,3579.00,0.424754,0.510000,,4.804130,-1.57398,
"DMPP-1 d","DMPP-1",86.7761233,-10.6303217,"Radial Velocity","La Silla Observatory",2019,2.02000000,4.72000000,3.14170000000,0.0446700000,0.360000,3.150000,1632.00,,,,6196.00,1.260000,1.210000,,4.410000,0.31955,"F8 V"
"DMPP-2 c","DMPP-2",27.4077310,-34.4590985,"Radial Velocity","Multiple Observatories",2026,8.26000000,51.79000000,3.16800000000,0.0478900000,0.280000,0.505000,1910.88,,,,6500.00,1.780000,1.410000,,4.100000,0.10380,"F5 V"
"DMPP-3 A b","DMPP-3 A",91.6243532,-72.5143057,"Radial Velocity","La Silla Observatory",2019,1.44000000,2.67000000,5.59000000000,0.0595800000,0.420000,4.910000,854.00,,,,5138.00,0.910000,0.900000,0.1800,4.460490,-0.29513,"K0 V"
"DMPP-9 b","DMPP-9",316.3060007,-66.9581622,"Radial Velocity","Multiple Observatories",2026,3.89000000,14.43000000,12.73300000000,0.1097000000,0.250000,1.350000,995.58,,,,6092.00,1.260000,1.100000,,4.261300,0.32741,
"EPIC 201170410.02","EPIC 201170410",170.1408561,-4.8070039,"Transit","K2",2020,1.04700000,1.15000000,6.79870000000,0.0349000000,0.000000,5.510000,500.03,,,89.00250,3648.00,0.282000,0.287000,-0.0480,4.999000,-1.90000,
"EPIC 201615463 c","K2-166",185.1880932,2.2823788,"Transit","K2",2019,1.22000000,1.98000000,3.80464000000,,,5.990000,,,,,5960.00,1.610000,1.073000,0.0900,4.090000,0.45848,
"EPIC 201757695.02","EPIC 201757695",173.9385102,4.6164303,"Transit","K2",2020,0.90819000,0.68800000,2.04780000000,0.0296000000,0.000000,5.050000,1025.29,,,89.27570,4520.00,0.655000,0.727000,-0.0030,4.659000,-0.36351,
"EPIC 206032309 b","EPIC 206032309",341.2404563,-13.9011223,"Transit","K2",2019,1.01000000,1.01000000,2.87814000000,,,5.390000,,,,,3489.00,0.373440,0.221000,,4.851400,-1.73006,
"EPIC 206042996 b","EPIC 206042996",337.5136198,-13.6101475,"Transit","K2",2019,1.70000000,3.53000000,5.29860000000,,,3.950000,,0.19700000,3.1440000,90.50000,4114.00,0.500000,0.565000,0.0060,4.800000,-0.97996,
"EPIC 212499991 b","EPIC 212499991",202.4887520,-12.7347749,"Transit","K2",2019,1.60000000,3.19000000,34.88500000000,,,4.280000,,,,,4982.79,0.757541,0.912000,,4.614920,-0.49660,
"EPIC 212587672 b","EPIC 212587672",205.4445125,-10.8625468,"Transit","K2",2019,1.26000000,2.13000000,15.28078000000,,,5.850000,756.00,0.01870000,3.4600000,,6004.00,0.980000,0.990000,-0.1800,4.450000,0.03848,
"EPIC 212737443 c","EPIC 212737443",204.2215065,-7.3180577,"Transit","K2",2019,2.69000000,7.70000000,65.55000000000,0.2800000000,0.200000,2.170000,316.00,0.11000000,4.6080000,89.63000,4684.00,0.673000,0.690000,-0.1370,4.622000,-0.75057,"K3"
"EPIC 220492298 b","EPIC 220492298",16.7615005,6.5887980,"Transit","K2",2021,0.99000000,0.93700000,0.76240600000,,,5.310000,,,,92.60000,5620.00,0.890000,0.950000,0.2800,4.500000,-0.00880,
"EPIC 249893012 d","EPIC 249893012",228.2482353,-16.7246474,"Transit","K2",2020,3.94000000,10.18000000,35.74700000000,0.2200000000,0.150000,0.910000,752.00,,9.5600000,89.47000,5430.00,1.710000,1.050000,0.2000,3.990000,0.35568,"G8 IV/V"
"G 261-6 b","G 261-6",291.0743200,75.5558405,"Radial Velocity","Calar Alto Observatory",2025,1.10000000,1.37000000,5.45360000000,0.0297100000,0.000000,5.660000,322.30,,,,2907.00,0.153162,0.118000,,5.165150,-2.82122,"M5.5 V"
"G 264-012 b","G 264-012",326.6719598,66.8038480,"Radial Velocity","Calar Alto Observatory",2021,1.39000000,2.50000000,2.30538000000,0.0227900000,,5.120000,587.00,,,,3326.00,0.305000,0.297000,0.1000,4.850000,-1.97224,"M4.0 V"
"GJ 1002 b","GJ 1002",1.6764641,-7.5462123,"Radial Velocity","Multiple Observatories",2022,1.03000000,1.08000000,10.34650000000,0.0457000000,,5.430000,230.90,,,,3024.00,0.137000,0.120000,-0.2500,5.100000,-2.85201,"M5.5 V"
"GJ 1061 d","GJ 1061",54.0032486,-44.5143104,"Radial Velocity","La Silla Observatory",2020,1.16000000,1.67000000,13.06600000000,0.0540000000,0.040000,5.880000,242.03,,,,2953.00,0.156000,0.120000,-0.0800,5.158560,-2.76955,"M5.5 V"
"GJ 1148 b","GJ 1148",175.4326081,42.7515862,"Radial Velocity","W. M. Keck Observatory",2010,11.90000000,96.70000000,41.38000000000,0.1660000000,0.380000,0.315000,232.94,,,,3287.00,0.358519,0.344045,0.1596,4.865660,-1.86908,"M5"
"GJ 143 b","GJ 143",51.7501882,-63.5001660,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2019,2.61000000,22.70000000,35.61253000000,0.1915000000,0.188000,7.000000,422.00,0.13976487,3.2300000,89.33000,4640.00,0.695000,0.730000,0.0030,4.613000,-0.68620,"K4.5"
"GJ 180 d","GJ 180",73.4600970,-17.7761940,"Radial Velocity","Multiple Facilities",2020,2.66000000,7.56000000,106.30000000000,0.3090000000,0.140000,2.210000,187.94,,,,3371.00,0.413049,0.430000,,4.814730,-1.88606,"M3"
"GJ 2126 b","GJ 2126",257.3606793,-35.3917190,"Radial Velocity","La Silla Observatory",2025,13.60000000,413.17692910,272.70000000000,0.7100000000,0.850000,0.903000,203.08,,,,4159.00,0.728000,0.650000,0.6000,4.527000,-0.84527,"M0 V"
"GJ 229 A c","GJ 229",92.6435993,-21.8677233,"Radial Velocity","Multiple Facilities",2020,2.87000000,8.58136699,121.93268000000,0.3840000000,0.366000,1.990000,188.10,,,,3564.00,0.460000,0.509000,,4.694960,-1.55284,"M1.5V"
"GJ 251 c","GJ 251",103.7002499,33.2664632,"Radial Velocity","Multiple Observatories",2025,1.80000000,3.88000000,53.64700000000,0.1960000000,0.000000,3.660000,216.00,,,,3342.00,0.360000,0.350000,0.0700,4.870000,-1.80967,"M3.0 V"
"GJ 273 b","GJ 273",111.8520910,5.2258070,"Radial Velocity","La Silla Observatory",2017,1.51000000,2.89000000,18.64980000000,0.0911010000,0.100000,4.610000,292.47,,,,3382.00,0.293000,0.290000,0.0900,4.908680,-2.05552,"M3.5"
"GJ 3082 b","GJ 3082",18.6432425,-53.9407751,"Radial Velocity","Multiple Facilities",2020,2.79000000,8.20000000,11.94900000000,0.0790000000,0.220000,2.070000,457.53,,,,3910.00,0.465216,0.470000,,4.768010,-1.46273,"M4"
"GJ 3138 d","GJ 3138",32.2977385,-16.3392495,"Radial Velocity","La Silla Observatory",2017,3.23000000,10.50000000,257.80000000000,0.6980000000,0.320000,1.710000,151.70,,,,3717.00,0.500000,0.681000,-0.3000,4.628720,-1.34679,"M0"
"GJ 317 b","GJ 317",130.2445254,-23.4528090,"Radial Velocity","W. M. Keck Observatory",2007,13.30000000,794.50000000,695.69000000000,1.1380000000,0.082600,1.860000,100.32,,,45.00000,3496.00,0.403000,0.402000,-0.0200,4.822436,-1.68663,"M3.5 V"
"GJ 3222 b","GJ 3222",50.8972464,-40.0762325,"Radial Velocity","Multiple Observatories",2022,3.40000000,11.44182265,10.66669000000,0.0910000000,0.929000,1.600000,811.06,,,,5257.46,0.931389,0.890000,0.1600,4.430000,-0.25200,"K0V"
"GJ 328 b","GJ 328",133.7819507,1.5420011,"Radial Velocity","McDonald Observatory",2013,13.30000000,797.74930157,3771.00000000000,4.1100000000,0.227000,1.860000,73.57,,,,3897.00,0.630000,0.650000,-0.0600,4.640000,-1.08000,"M0.0"
"GJ 3323 b","GJ 3323",75.4868824,-6.9485133,"Radial Velocity","La Silla Observatory",2017,1.23000000,2.02000000,5.36360000000,0.0328200000,0.230000,5.960000,290.06,,,,3159.00,0.119000,0.164000,-0.2700,,-2.56864,"M4"
"GJ 393 b","GJ 393",157.2288672,0.8378485,"Radial Velocity","Multiple Observatories",2021,1.17000000,1.71000000,7.02679000000,0.0540200000,,5.870000,485.00,,,,3579.00,0.426000,0.426000,-0.0900,4.880000,-1.57073,"M2.0 V"
"GJ 3942 b","GJ 3942",242.2645452,52.9441443,"Radial Velocity","Roque de los Muchachos Observatory",2017,2.57000000,7.14000000,6.90500000000,0.0608000000,0.121000,2.310000,590.00,,,,3867.00,0.610000,0.630000,-0.0400,4.650000,-1.12000,"M0"
"GJ 3998 b","GJ 3998",259.0020507,11.0561751,"Radial Velocity","Roque de los Muchachos Observatory",2016,1.39000000,2.50000000,2.65033000000,0.0300000000,0.000000,5.120000,733.50,,,,3726.00,0.500000,0.520000,-0.1300,4.750000,-1.35800,"M1"
"GJ 480 b","GJ 480",189.7134226,11.6950708,"Radial Velocity","Multiple Observatories",2020,2.91000000,8.80000000,9.55360000000,0.0680000000,0.000000,1.960000,406.00,,,,3509.00,0.449000,0.450000,0.2600,4.880000,-1.56200,"M3.5 Ve"
"GJ 504 b","GJ 504",199.1923480,9.4249781,"Imaging","Subaru Telescope",2013,12.10569916,1271.30000000,,43.5000000000,,3.940000,510.00,,,,6234.00,1.260000,1.220000,0.2800,4.600000,0.33200,"G0 V"
"GJ 508.2 b","GJ 508.2",200.2443854,34.2776644,"Radial Velocity","Calar Alto Observatory",2025,,587.98255295,5300.00000000000,4.8500000000,0.270000,,59.30,,,,3720.00,0.530000,0.540000,-0.1500,4.712180,-1.22200,"M1.0 V"
"GJ 581 c","GJ 581",229.8564725,-7.7226935,"Radial Velocity","La Silla Observatory",2007,2.50000000,6.81000000,12.92110000000,0.0718000000,0.032000,2.390000,346.13,,,47.00000,3500.00,0.302000,0.295000,-0.0800,4.970000,-1.90781,"M3.0 V"
"GJ 625 b","GJ 625",246.3557854,54.3033625,"Radial Velocity","Multiple Observatories",2017,1.49000000,2.82000000,14.62800000000,0.0783610000,0.130000,4.680000,335.59,,,,3499.00,0.310000,0.300000,-0.3800,4.940000,-1.89400,"M2"
"GJ 667 C c","GJ 667 C",259.7510609,-34.9977651,"Radial Velocity","La Silla Observatory",2013,1.77000000,3.80000000,28.14000000000,0.1250000000,0.020000,3.770000,,,,,3350.00,,0.330000,-0.5500,4.690000,-1.86300,"M1.5 V"
"GJ 667 C e","GJ 667 C",259.7510609,-34.9977651,"Radial Velocity","La Silla Observatory",2013,1.45000000,2.70000000,62.24000000000,0.2130000000,0.020000,4.870000,,,,,3350.00,,0.330000,-0.5500,4.690000,-1.86300,"M1.5 V"
"GJ 676 A d","GJ 676 A",262.5448903,-51.6377777,"Radial Velocity","La Silla Observatory",2012,1.78000000,3.81394088,3.60076000000,0.0390000000,0.192000,3.720000,757.36,,,,3734.00,0.690000,0.626000,0.2300,4.620000,-1.04251,"M0"
"GJ 676 A e","GJ 676 A",262.5448903,-51.6377777,"Radial Velocity","La Silla Observatory",2012,2.47000000,6.67439655,35.47358000000,0.1810000000,0.152000,2.430000,351.55,,,,3734.00,0.690000,0.626000,0.2300,4.620000,-1.04251,"M0"
"GJ 680 b","GJ 680",263.8072214,-48.6788427,"Radial Velocity","Multiple Observatories",2022,12.00000000,7977.49301570,17281.66514000000,10.1380000000,0.381000,25.400000,36.57,,,21.98400,3563.00,0.459330,0.456000,,4.773230,-1.51379,"K5"
"GJ 682 b","GJ 682",264.2610245,-44.3232519,"Radial Velocity","Multiple Observatories",2014,1.93000000,4.40000000,17.47800000000,0.0800000000,0.080000,3.360000,281.93,,,,3028.00,0.298255,0.270000,,4.927640,-2.69897,"M3.5 V"
"GJ 687 b","GJ 687",264.1041731,68.3336741,"Radial Velocity","Lick Observatory",2014,4.32000000,17.20000000,38.14200000000,0.1630000000,0.170000,1.170000,263.65,,,,3413.00,0.418300,0.400000,0.0631,4.859360,-1.67200,"M3.0V"
"GJ 740 b","GJ 740",284.4997178,5.9028670,"Radial Velocity","Multiple Observatories",2021,1.53000000,2.96000000,2.37756000000,0.0290000000,0.240000,4.540000,829.00,,,,3913.00,0.560000,0.580000,0.0800,4.680000,-1.20600,"M1.0 V"
"GJ 832 b","GJ 832",323.3912616,-49.0125169,"Radial Velocity","Anglo-Australian Telescope",2008,13.80000000,314.65012293,3853.00000000000,3.7000000000,0.050000,0.658000,57.84,,,51.00000,3472.00,0.441557,0.450000,-0.3000,4.789050,-1.58500,"M2/3 V"
"GJ 849 b","GJ 849",332.4229938,-4.6408317,"Radial Velocity","W. M. Keck Observatory",2006,13.90000000,283.82076745,1925.31000000000,2.3200000000,0.029000,0.581000,73.63,,,,3467.00,0.450000,0.450000,0.0900,4.800000,-1.59000,"M3.5"
"GJ 86 b","GJ 86",32.6224785,-50.8209945,"Radial Velocity","La Silla Observatory",1999,12.90000000,1404.80860000,15.76491000000,0.1100000000,0.040000,3.600000,661.12,,,,5182.00,0.770000,0.930000,-0.2200,4.630000,-0.38952,"K1V"
"GJ 876 c","GJ 876",343.3239737,-14.2665958,"Radial Velocity","Multiple Observatories",2000,14.00000000,226.98460000,30.08810000000,0.1295900000,0.255910,0.455000,241.66,,,59.00000,3293.74,0.300000,0.320000,0.2129,4.871770,-1.90658,"M2.5V"
"GJ 876 e","GJ 876",343.3239737,-14.2665958,"Radial Velocity","W. M. Keck Observatory",2010,3.92000000,14.60000000,124.26000000000,0.3343000000,0.055000,1.330000,150.46,,,59.00000,3293.74,0.300000,0.320000,0.2129,4.871770,-1.90658,"M2.5V"
"GJ 887 b","GJ 887",346.5027573,-35.8473489,"Radial Velocity","La Silla Observatory",2020,1.80000000,3.90000000,9.26190000000,0.0683000000,0.140000,3.670000,426.00,,,,3688.00,0.468000,0.495000,-0.0600,4.156000,-1.43415,"M1 V"
"GJ 887 c","GJ 887",346.5027573,-35.8473489,"Radial Velocity","La Silla Observatory",2020,2.43000000,6.50000000,21.78400000000,0.1210000000,0.170000,2.490000,320.00,,,,3688.00,0.468000,0.495000,-0.0600,4.156000,-1.43415,"M1 V"
"GJ 887 e","GJ 887",346.5027573,-35.8473489,"Radial Velocity","Multiple Observatories",2026,1.12000000,1.46000000,4.42490000000,0.0417000000,,5.710000,544.00,,,,3688.00,0.468000,0.495000,-0.0600,4.156000,-1.43415,"M1 V"
"GSC 06214-00210 b","GSC 06214-00210",245.4776921,-20.7193398,"Imaging","Palomar Observatory",2010,20.17620000,5000.00000000,,320.0000000000,,3.350000,2300.00,,,,4200.00,0.904840,0.900000,-0.0600,4.366280,-0.42000,"K7"
"Gaia-2 b","Gaia-2",110.7353308,67.2526565,"Transit","European Space Agency (ESA) Gaia Satellite",2022,14.81827249,259.66580852,3.69152240000,0.0467000000,,0.439000,1213.23,1.63160232,2.7207580,85.21000,5720.00,1.064000,1.000000,,4.373550,0.05740,
"Gaia22dkvL b","Gaia22dkvL",151.7690000,-66.1808889,"Microlensing","European Space Agency (ESA) Gaia Satellite",2024,14.10000000,187.83658854,,1.4000000000,,0.368000,,,,,,,1.145000,,,,
"Gaia23braL b","Gaia23braL",155.6294583,-63.2639167,"Microlensing","European Space Agency (ESA) Gaia Satellite",2026,13.50000000,518.06030341,,4.8470000000,,1.160000,129.20,,,,5055.00,1.361810,0.774000,,4.094110,0.03781,
"Gl 378 b","Gl 378",150.5865513,48.0824515,"Radial Velocity","Haute-Provence Observatory",2019,3.66000000,13.02000000,3.82200000000,0.0394350000,0.109000,1.460000,830.00,,,,3879.00,0.560000,0.560000,0.0600,4.685130,-1.22185,"M1"
"Gl 410 b","Gl 410",165.6604212,21.9669164,"Radial Velocity","Mauna Kea Observatory",2025,2.83000000,8.40000000,6.02000000000,0.0531000000,,2.040000,592.44,,,,3842.00,0.543000,0.550000,0.0500,4.870000,-1.23900,"K"
"HAT-P-2 b","HAT-P-2",245.1514324,41.0479601,"Transit","HATNet",2007,10.65975900,2866.81223114,5.63351580000,0.0681400000,0.517200,7.290000,1540.00,0.56510000,4.2888000,86.16000,6380.00,1.390000,1.330000,0.1800,4.160000,0.53000,"F8"
"HAT-P-21 b","HAT-P-21",171.2749348,41.0280207,"Transit","HATNet",2010,12.44199000,1547.83210000,4.12448000000,0.0503700000,0.230000,3.633781,1367.00,0.90000000,3.6720000,87.20000,5588.00,1.210000,1.240000,0.0100,4.330000,0.18184,"G3"
"HAT-P-23 b","HAT-P-23",306.1239076,16.7621462,"Transit","HATNet",2010,15.33400000,664.23700000,1.21288400000,0.0232000000,0.106000,1.010000,2056.00,1.05360000,2.1792000,85.10000,5905.00,1.203000,1.130000,0.1500,4.330000,0.19900,"G0"
"HAT-P-27 b","HAT-P-27",222.7673221,5.9473626,"Transit","HATNet",2011,11.43000000,197.05000000,3.03957700000,0.0400000000,0.000000,0.760000,1091.99,1.43000000,1.6800000,85.00000,5316.00,0.864673,0.916000,0.3000,4.526260,-0.26926,"G8"
"HAT-P-29 b","HAT-P-29",33.1310921,51.7787754,"Transit","HATNet",2011,13.11453000,279.69040000,5.72319000000,0.0667000000,0.090000,0.710842,1281.00,0.86000000,3.8928000,87.10000,6087.00,1.300000,1.450000,0.2100,4.340000,0.31175,"F8"
"HAT-P-39 b","HAT-P-39",113.7582526,17.8300283,"Transit","HATNet",2012,17.60900000,190.37200000,3.54387000000,0.0509000000,0.000000,0.190000,1752.00,0.99900000,4.1880000,87.00000,6430.00,1.625000,1.404000,0.1900,4.160000,0.60700,
"HAT-P-40 b","HAT-P-40",335.5129199,45.4573423,"Transit","HATNet",2012,17.03768000,152.55840000,4.45724000000,0.0608000000,0.000000,0.150000,1770.00,0.65000000,6.1368000,88.30000,6080.00,1.940000,1.030000,0.2200,3.930000,0.77800,
"HAT-P-46 b","HAT-P-46",270.4441831,-2.9709800,"Transit","HATNet",2014,14.39200000,156.68400000,4.46312900000,0.0577000000,0.123000,0.280000,1458.00,0.79838271,3.0984000,85.50000,6120.00,1.396000,1.284000,0.3000,4.250000,0.39100,
"HAT-P-49 b","HAT-P-49",305.4413294,26.6926759,"Transit","HATNet",2014,17.82231000,699.22600000,2.69155000000,0.0437800000,0.000000,0.750000,2131.00,0.63000000,4.1088000,86.20000,6820.00,2.060000,2.220000,0.0700,4.100000,0.81400,"F3"
"HAT-P-51 b","HAT-P-51",21.0651251,32.8107000,"Transit","HATNet",2015,13.50682174,97.57332095,4.21802091000,0.0504200000,0.070000,0.218000,1168.20,1.85276525,3.3672000,89.28000,5453.00,0.995000,0.961000,0.3020,4.425600,-0.10237,"G7"
"HAT-P-52 b","HAT-P-52",42.7217412,29.0222492,"Transit","HATNet",2015,11.30988100,259.98494000,2.75359530000,0.0369400000,0.047000,0.980000,1218.00,1.44600000,2.4072000,87.02000,5131.00,0.893000,0.887000,0.2800,4.483000,-0.30452,"K1"
"HAT-P-63 b","HAT-P-63",269.5720695,5.7613709,"Transit","HATNet",2021,12.54284940,195.14664190,3.37772800000,0.0429400000,0.069000,0.540000,1237.00,1.72904350,2.9330000,88.45000,5400.00,0.966100,0.925000,0.2510,4.435000,-0.14630,
"HAT-P-66 b","HAT-P-66",150.5726262,53.9508237,"Transit","HATNet",2016,17.82231000,248.86089000,2.97208600000,0.0436300000,0.090000,0.242000,1896.00,0.64400000,4.6992000,86.20000,6002.00,1.881000,1.255000,0.0350,3.993000,0.61490,"G0"
"HATS-11 b","HATS-11",289.4007603,-22.3900092,"Transit","HATSouth",2016,18.03000000,263.79890000,3.61918800000,0.0507000000,0.340000,0.315000,1596.00,1.37340000,4.3684800,89.03000,6563.00,1.540000,1.330000,0.0300,4.190000,0.40312,"G0"
"HATS-12 b","HATS-12",289.2024020,-19.3559227,"Transit","HATSouth",2016,7.76000000,759.61370000,3.14270200000,0.0441000000,0.085000,1.120000,1446.00,0.42910000,4.5237600,82.27000,6357.00,1.170000,1.160000,-0.1000,4.360000,0.86332,"F"
